,co,no2,o3,pm10,pm25,so2,date,source,Lat,Long,value
13192,,17.0,,,29.0,,2020-03-19,US,37.0902,-95.7129,13677.0
13193,,21.0,,,22.0,,2020-03-20,US,37.0902,-95.7129,19100.0
13194,,6.0,,,41.0,,2020-03-21,US,37.0902,-95.7129,25489.0
13195,,8.0,,,22.0,,2020-03-22,US,37.0902,-95.7129,33276.0
13196,,13.0,,,29.0,,2020-03-23,US,37.0902,-95.7129,43847.0
13197,,10.0,,,22.0,,2020-03-24,US,37.0902,-95.7129,53740.0
13198,,10.0,,,20.0,,2020-03-25,US,37.0902,-95.7129,65778.0
13199,,17.0,,,24.0,,2020-03-26,US,37.0902,-95.7129,83836.0
13200,,15.0,,,31.0,,2020-03-27,US,37.0902,-95.7129,101657.0
13201,,,,,33.0,,2020-03-28,US,,,
13202,,17.0,,,53.0,,2020-02-02,US,37.0902,-95.7129,8.0
13203,,25.0,,,46.0,,2020-02-03,US,37.0902,-95.7129,11.0
13204,,37.0,,,55.0,,2020-02-04,US,37.0902,-95.7129,11.0
13205,,26.0,,,67.0,,2020-02-05,US,37.0902,-95.7129,11.0
13206,,19.0,,,26.0,,2020-02-06,US,37.0902,-95.7129,11.0
13207,,15.0,,,29.0,,2020-02-07,US,37.0902,-95.7129,11.0
13208,,13.0,,,33.0,,2020-02-08,US,37.0902,-95.7129,11.0
13209,,,,,47.0,,2020-02-09,US,37.0902,-95.7129,11.0
13210,,,,,49.0,,2020-02-10,US,37.0902,-95.7129,11.0
13211,,,,,38.0,,2020-02-11,US,37.0902,-95.7129,12.0
13212,,,,,48.0,,2020-02-12,US,37.0902,-95.7129,12.0
13213,,,,,42.0,,2020-02-13,US,37.0902,-95.7129,13.0
13214,,,,,41.0,,2020-02-14,US,37.0902,-95.7129,13.0
13215,,,,,40.0,,2020-02-15,US,37.0902,-95.7129,13.0
13216,,,,,32.0,,2020-02-16,US,37.0902,-95.7129,13.0
13217,,,,,47.0,,2020-02-17,US,37.0902,-95.7129,13.0
13218,,,,,50.0,,2020-02-18,US,37.0902,-95.7129,13.0
13219,,11.0,,,46.0,,2020-02-19,US,37.0902,-95.7129,13.0
13220,,11.0,,,38.0,,2020-02-20,US,37.0902,-95.7129,13.0
13221,,14.0,,,32.0,,2020-02-21,US,37.0902,-95.7129,15.0
13222,,23.0,,,32.0,,2020-02-22,US,37.0902,-95.7129,15.0
13223,,,,,38.0,,2020-02-23,US,37.0902,-95.7129,15.0
13224,,29.0,,,47.0,,2020-02-24,US,37.0902,-95.7129,51.0
13225,,30.0,,,59.0,,2020-02-25,US,37.0902,-95.7129,51.0
13226,,,,,45.0,,2020-02-26,US,37.0902,-95.7129,57.0
13227,,,,,23.0,,2020-02-27,US,37.0902,-95.7129,58.0
13228,,,,,23.0,,2020-02-28,US,37.0902,-95.7129,60.0
13229,,,,,29.0,,2020-02-29,US,37.0902,-95.7129,68.0
13230,,13.0,,,26.0,,2020-03-01,US,37.0902,-95.7129,74.0
13252,,43.0,,,54.0,,2020-01-23,US,37.0902,-95.7129,1.0
13253,,43.0,,,73.0,,2020-01-24,US,37.0902,-95.7129,2.0
13254,,16.0,,,78.0,,2020-01-25,US,37.0902,-95.7129,2.0
13255,,15.0,,,36.0,,2020-01-26,US,37.0902,-95.7129,5.0
13256,,16.0,,,36.0,,2020-01-27,US,37.0902,-95.7129,5.0
13257,,11.0,,,40.0,,2020-01-28,US,37.0902,-95.7129,5.0
13258,,12.0,,,34.0,,2020-01-29,US,37.0902,-95.7129,5.0
13259,,22.0,,,32.0,,2020-01-30,US,37.0902,-95.7129,5.0
13260,,35.0,,,39.0,,2020-01-31,US,37.0902,-95.7129,7.0
13261,,30.0,,,53.0,,2020-02-01,US,37.0902,-95.7129,8.0
15442,,35.0,24.0,17.0,41.0,1.0,2020-03-02,France,4.4477199999999995,11.603509999999998,19.1
15443,,47.0,29.0,42.0,43.0,,2020-03-03,France,4.4477199999999995,11.603509999999998,20.4
15444,,36.0,20.0,28.0,53.0,,2020-03-04,France,4.4477199999999995,11.603509999999998,28.8
15445,,30.0,21.0,16.0,45.0,,2020-03-05,France,4.4477199999999995,11.603509999999998,38.0
15446,,39.0,27.0,28.0,39.0,,2020-03-06,France,4.4477199999999995,11.603509999999998,65.6
15447,,43.0,27.0,34.0,54.0,1.0,2020-03-07,France,4.4477199999999995,11.603509999999998,95.9
15448,,29.0,28.0,21.0,62.0,,2020-03-08,France,4.4477199999999995,11.603509999999998,113.6
15449,,33.0,27.0,25.0,47.0,,2020-03-09,France,4.4477199999999995,11.603509999999998,121.9
15450,,26.0,26.0,16.0,42.0,,2020-03-10,France,4.4477199999999995,11.603509999999998,179.4
15451,,23.0,25.0,22.0,28.0,,2020-03-11,France,4.4477199999999995,11.603509999999998,229.3
15452,,32.0,29.0,27.0,28.0,,2020-03-12,France,4.4477199999999995,11.603509999999998,229.3
15453,,25.0,28.0,30.0,39.0,,2020-03-13,France,4.4477199999999995,11.603509999999998,368.1
15454,,26.0,23.0,24.0,41.0,,2020-03-14,France,4.4477199999999995,11.603509999999998,449.6
15455,,27.0,29.0,26.0,49.0,,2020-03-15,France,4.4477199999999995,11.603509999999998,453.2
15456,,35.0,19.0,27.0,54.0,,2020-03-16,France,4.4477199999999995,11.603509999999998,668.3
15457,,34.0,16.0,39.0,62.0,,2020-03-17,France,4.4477199999999995,11.603509999999998,771.5
15458,,31.0,29.0,45.0,80.0,,2020-03-18,France,4.4477199999999995,11.603509999999998,912.4
15459,,25.0,31.0,34.0,98.0,,2020-03-19,France,4.4477199999999995,11.603509999999998,1097.0
15460,,16.0,16.0,42.0,76.0,,2020-03-20,France,4.4477199999999995,11.603509999999998,1275.8
15461,,13.0,22.0,16.0,99.0,,2020-03-21,France,4.4477199999999995,11.603509999999998,1446.3
15462,,11.0,30.0,15.0,45.0,,2020-03-22,France,4.4477199999999995,11.603509999999998,1624.3
15463,,18.0,32.0,18.0,44.0,,2020-03-23,France,4.4477199999999995,11.603509999999998,2012.3
15464,,24.0,35.0,20.0,44.0,,2020-03-24,France,4.4477199999999995,11.603509999999998,2262.2
15465,,23.0,34.0,28.0,47.0,,2020-03-25,France,4.4477199999999995,11.603509999999998,2560.0
15466,,20.0,37.0,27.0,64.0,,2020-03-26,France,4.4477199999999995,11.603509999999998,2955.1
15467,,18.0,17.0,29.0,62.0,,2020-03-27,France,4.4477199999999995,11.603509999999998,3340.2
15468,,,,,70.0,,2020-03-28,France,,,
15469,,27.0,22.0,15.0,36.0,,2020-02-02,France,4.4477199999999995,11.603509999999998,0.6
15470,,34.0,27.0,27.0,33.0,,2020-02-03,France,4.4477199999999995,11.603509999999998,0.6
15471,,29.0,27.0,26.0,40.0,,2020-02-04,France,4.4477199999999995,11.603509999999998,0.6
15472,,38.0,20.0,40.0,45.0,,2020-02-05,France,4.4477199999999995,11.603509999999998,0.6
15473,,41.0,15.0,44.0,57.0,,2020-02-06,France,4.4477199999999995,11.603509999999998,0.6
15474,,42.0,9.0,45.0,67.0,,2020-02-07,France,4.4477199999999995,11.603509999999998,0.6
15475,,37.0,16.0,37.0,72.0,,2020-02-08,France,4.4477199999999995,11.603509999999998,1.1
15476,,16.0,25.0,20.0,70.0,,2020-02-09,France,4.4477199999999995,11.603509999999998,1.1
15477,,22.0,29.0,28.0,37.0,,2020-02-10,France,4.4477199999999995,11.603509999999998,1.1
15478,,31.0,29.0,21.0,48.0,,2020-02-11,France,4.4477199999999995,11.603509999999998,1.1
15479,,38.0,25.0,34.0,34.0,,2020-02-12,France,4.4477199999999995,11.603509999999998,1.1
15480,,32.0,27.0,28.0,48.0,,2020-02-13,France,4.4477199999999995,11.603509999999998,1.1
15481,,40.0,25.0,41.0,46.0,,2020-02-14,France,4.4477199999999995,11.603509999999998,1.1
15482,,31.0,23.0,35.0,57.0,,2020-02-15,France,4.4477199999999995,11.603509999999998,1.2
15483,,15.0,24.0,20.0,61.0,,2020-02-16,France,4.4477199999999995,11.603509999999998,1.2
15484,,32.0,28.0,20.0,40.0,,2020-02-17,France,4.4477199999999995,11.603509999999998,1.2
15485,,31.0,25.0,27.0,34.0,,2020-02-18,France,4.4477199999999995,11.603509999999998,1.2
15486,,35.0,26.0,27.0,40.0,,2020-02-19,France,4.4477199999999995,11.603509999999998,1.2
15487,,29.0,23.0,25.0,45.0,,2020-02-20,France,4.4477199999999995,11.603509999999998,1.2
15488,,30.0,23.0,32.0,43.0,,2020-02-21,France,4.4477199999999995,11.603509999999998,1.2
15489,,27.0,22.0,28.0,45.0,,2020-02-22,France,4.4477199999999995,11.603509999999998,1.2
15490,,20.0,21.0,14.0,49.0,,2020-02-23,France,4.4477199999999995,11.603509999999998,1.2
15491,,24.0,18.0,17.0,31.0,,2020-02-24,France,4.4477199999999995,11.603509999999998,1.2
15492,,34.0,27.0,20.0,27.0,,2020-02-25,France,4.4477199999999995,11.603509999999998,1.4
15493,,35.0,26.0,22.0,34.0,,2020-02-26,France,4.4477199999999995,11.603509999999998,1.8
15494,,32.0,21.0,22.0,36.0,,2020-02-27,France,4.4477199999999995,11.603509999999998,3.8
15495,,39.0,17.0,36.0,42.0,,2020-02-28,France,4.4477199999999995,11.603509999999998,5.7
15496,,26.0,30.0,37.0,58.0,,2020-02-29,France,4.4477199999999995,11.603509999999998,10.0
15497,,29.0,28.0,16.0,53.0,,2020-03-01,France,4.4477199999999995,11.603509999999998,13.0
15519,,32.0,7.0,40.0,101.0,,2020-01-23,France,4.4477199999999995,11.603509999999998,0.0
15520,,33.0,2.0,59.0,86.0,1.0,2020-01-24,France,4.4477199999999995,11.603509999999998,0.2
15521,,39.0,1.0,68.0,128.0,1.0,2020-01-25,France,4.4477199999999995,11.603509999999998,0.3
15522,,33.0,10.0,51.0,145.0,,2020-01-26,France,4.4477199999999995,11.603509999999998,0.3
15523,,25.0,22.0,13.0,124.0,,2020-01-27,France,4.4477199999999995,11.603509999999998,0.3
15524,,28.0,29.0,13.0,46.0,,2020-01-28,France,4.4477199999999995,11.603509999999998,0.4
15525,,33.0,27.0,33.0,30.0,,2020-01-29,France,4.4477199999999995,11.603509999999998,0.5
15526,,32.0,15.0,22.0,38.0,,2020-01-30,France,4.4477199999999995,11.603509999999998,0.5
15527,,30.0,19.0,22.0,39.0,,2020-01-31,France,4.4477199999999995,11.603509999999998,0.5
15528,,28.0,24.0,18.0,28.0,,2020-02-01,France,4.4477199999999995,11.603509999999998,0.6
17591,13.0,10.0,29.0,39.0,111.0,5.0,2020-03-02,China,32.82838484848485,111.64908181818183,2428.3636363636365
17592,10.0,10.0,23.0,29.0,106.0,2.0,2020-03-03,China,32.82838484848485,111.64908181818183,2432.151515151515
17593,12.0,15.0,43.0,41.0,93.0,6.0,2020-03-04,China,32.82838484848485,111.64908181818183,2435.939393939394
17594,9.0,15.0,52.0,55.0,124.0,6.0,2020-03-05,China,32.82838484848485,111.64908181818183,2440.5151515151515
17595,9.0,12.0,34.0,49.0,155.0,9.0,2020-03-06,China,32.82838484848485,111.64908181818183,2445.151515151515
17596,12.0,14.0,44.0,44.0,146.0,6.0,2020-03-07,China,32.82838484848485,111.64908181818183,2447.5757575757575
17597,13.0,14.0,31.0,34.0,130.0,7.0,2020-03-08,China,32.82838484848485,111.64908181818183,2449.181818181818
17598,9.0,8.0,38.0,49.0,115.0,3.0,2020-03-09,China,32.82838484848485,111.64908181818183,2450.3030303030305
17599,8.0,11.0,41.0,49.0,146.0,4.0,2020-03-10,China,32.82838484848485,111.64908181818183,2451.121212121212
17600,10.0,20.0,46.0,61.0,138.0,7.0,2020-03-11,China,32.82838484848485,111.64908181818183,2452.151515151515
17601,14.0,20.0,33.0,58.0,138.0,13.0,2020-03-12,China,32.82838484848485,111.64908181818183,2452.4848484848485
17602,11.0,16.0,34.0,74.0,153.0,4.0,2020-03-13,China,32.82838484848485,111.64908181818183,2452.878787878788
17603,9.0,11.0,46.0,65.0,157.0,4.0,2020-03-14,China,32.82838484848485,111.64908181818183,2453.848484848485
17604,7.0,19.0,53.0,67.0,148.0,4.0,2020-03-15,China,32.82838484848485,111.64908181818183,2454.6363636363635
17605,11.0,23.0,42.0,68.0,107.0,8.0,2020-03-16,China,32.82838484848485,111.64908181818183,2455.5454545454545
17606,9.0,25.0,60.0,64.0,142.0,6.0,2020-03-17,China,32.82838484848485,111.64908181818183,2456.3030303030305
17607,9.0,17.0,50.0,62.0,142.0,7.0,2020-03-18,China,32.82838484848485,111.64908181818183,2457.6363636363635
17608,9.0,19.0,57.0,57.0,136.0,5.0,2020-03-19,China,32.82838484848485,111.64908181818183,2459.2727272727275
17609,9.0,18.0,63.0,76.0,113.0,10.0,2020-03-20,China,32.82838484848485,111.64908181818183,2462.121212121212
17610,14.0,20.0,37.0,62.0,111.0,9.0,2020-03-21,China,32.82838484848485,111.64908181818183,2463.787878787879
17611,11.0,10.0,47.0,70.0,139.0,5.0,2020-03-22,China,32.82838484848485,111.64908181818183,2467.7272727272725
17612,14.0,17.0,66.0,64.0,150.0,9.0,2020-03-23,China,32.82838484848485,111.64908181818183,2469.6363636363635
17613,11.0,14.0,39.0,54.0,147.0,10.0,2020-03-24,China,32.82838484848485,111.64908181818183,2472.4545454545455
17614,11.0,13.0,26.0,42.0,127.0,6.0,2020-03-25,China,32.82838484848485,111.64908181818183,2474.5757575757575
17615,13.0,13.0,36.0,52.0,111.0,6.0,2020-03-26,China,32.82838484848485,111.64908181818183,2478.242424242424
17616,7.0,6.0,23.0,17.0,99.0,3.0,2020-03-27,China,32.82838484848485,111.64908181818183,2481.7272727272725
17617,,,,,46.0,,2020-03-28,China,,,
17618,9.0,23.0,31.0,61.0,164.0,4.0,2020-02-02,China,32.82838484848485,111.64908181818183,503.93939393939394
17619,12.0,20.0,40.0,67.0,160.0,6.0,2020-02-03,China,32.82838484848485,111.64908181818183,597.4545454545455
17620,10.0,26.0,46.0,67.0,166.0,6.0,2020-02-04,China,32.82838484848485,111.64908181818183,718.3939393939394
17621,15.0,25.0,39.0,80.0,166.0,8.0,2020-02-05,China,32.82838484848485,111.64908181818183,831.5151515151515
17622,12.0,10.0,22.0,47.0,184.0,4.0,2020-02-06,China,32.82838484848485,111.64908181818183,926.8787878787879
17623,7.0,6.0,19.0,20.0,122.0,2.0,2020-02-07,China,32.82838484848485,111.64908181818183,1033.6363636363637
17624,8.0,10.0,23.0,28.0,81.0,3.0,2020-02-08,China,32.82838484848485,111.64908181818183,1115.5757575757575
17625,9.0,13.0,34.0,36.0,93.0,3.0,2020-02-09,China,32.82838484848485,111.64908181818183,1206.939393939394
17626,10.0,20.0,25.0,45.0,109.0,5.0,2020-02-10,China,32.82838484848485,111.64908181818183,1283.4545454545455
17627,11.0,10.0,24.0,36.0,141.0,4.0,2020-02-11,China,32.82838484848485,111.64908181818183,1345.030303030303
17628,11.0,15.0,23.0,34.0,113.0,5.0,2020-02-12,China,32.82838484848485,111.64908181818183,1356.3333333333333
17629,14.0,14.0,21.0,36.0,105.0,6.0,2020-02-13,China,32.82838484848485,111.64908181818183,1815.0
17630,14.0,10.0,19.0,39.0,105.0,5.0,2020-02-14,China,32.82838484848485,111.64908181818183,2010.8484848484848
17631,10.0,6.0,23.0,27.0,101.0,2.0,2020-02-15,China,32.82838484848485,111.64908181818183,2073.121212121212
17632,8.0,7.0,33.0,23.0,83.0,3.0,2020-02-16,China,32.82838484848485,111.64908181818183,2136.757575757576
17633,8.0,13.0,36.0,26.0,69.0,3.0,2020-02-17,China,32.82838484848485,111.64908181818183,2194.969696969697
17634,10.0,17.0,43.0,29.0,72.0,5.0,2020-02-18,China,32.82838484848485,111.64908181818183,2248.818181818182
17635,11.0,13.0,37.0,34.0,89.0,7.0,2020-02-19,China,32.82838484848485,111.64908181818183,2261.181818181818
17636,14.0,20.0,42.0,49.0,100.0,6.0,2020-02-20,China,32.82838484848485,111.64908181818183,2275.060606060606
17637,11.0,14.0,33.0,49.0,128.0,4.0,2020-02-21,China,32.82838484848485,111.64908181818183,2289.3939393939395
17638,13.0,14.0,42.0,53.0,140.0,6.0,2020-02-22,China,32.82838484848485,111.64908181818183,2333.3636363636365
17639,12.0,15.0,43.0,60.0,144.0,8.0,2020-02-23,China,32.82838484848485,111.64908181818183,2334.0
17640,14.0,12.0,43.0,55.0,128.0,9.0,2020-02-24,China,32.82838484848485,111.64908181818183,2340.6363636363635
17641,14.0,15.0,43.0,72.0,131.0,4.0,2020-02-25,China,32.82838484848485,111.64908181818183,2356.181818181818
17642,16.0,9.0,27.0,57.0,160.0,4.0,2020-02-26,China,32.82838484848485,111.64908181818183,2368.6666666666665
17643,13.0,12.0,26.0,46.0,147.0,5.0,2020-02-27,China,32.82838484848485,111.64908181818183,2381.818181818182
17644,13.0,9.0,17.0,17.0,123.0,3.0,2020-02-28,China,32.82838484848485,111.64908181818183,2391.757575757576
17645,14.0,11.0,36.0,20.0,66.0,4.0,2020-02-29,China,32.82838484848485,111.64908181818183,2404.7272727272725
17646,12.0,8.0,34.0,39.0,83.0,3.0,2020-03-01,China,32.82838484848485,111.64908181818183,2422.181818181818
17668,12.0,12.0,21.0,71.0,173.0,3.0,2020-01-23,China,32.82838484848485,111.64908181818183,19.484848484848484
17669,5.0,7.0,28.0,39.0,174.0,2.0,2020-01-24,China,32.82838484848485,111.64908181818183,27.87878787878788
17670,7.0,7.0,23.0,46.0,116.0,2.0,2020-01-25,China,32.82838484848485,111.64908181818183,42.60606060606061
17671,5.0,6.0,30.0,32.0,131.0,3.0,2020-01-26,China,32.82838484848485,111.64908181818183,62.878787878787875
17672,8.0,6.0,28.0,45.0,104.0,2.0,2020-01-27,China,32.82838484848485,111.64908181818183,87.18181818181819
17673,7.0,9.0,33.0,55.0,137.0,2.0,2020-01-28,China,32.82838484848485,111.64908181818183,166.93939393939394
17674,7.0,15.0,35.0,54.0,154.0,4.0,2020-01-29,China,32.82838484848485,111.64908181818183,184.45454545454547
17675,8.0,20.0,42.0,55.0,154.0,4.0,2020-01-30,China,32.82838484848485,111.64908181818183,246.6969696969697
17676,10.0,22.0,45.0,68.0,153.0,5.0,2020-01-31,China,32.82838484848485,111.64908181818183,297.030303030303
17677,11.0,23.0,40.0,63.0,168.0,6.0,2020-02-01,China,32.82838484848485,111.64908181818183,360.3333333333333
